//www.lazada.sg/products/nike-mens-court-vision-shoes-white-i2731374127.html,Nike Men's Court Vision Shoes - White,1,05-08-2023
//www.lazada.sg/products/skechers-online-exclusive-men-sport-glide-step-sport-walking-shoes-232269-bkmt-air-cooled-memory-foam-glide-step-machine-washable-i2696934634.html,"Skechers Online Exclusive Men Sport Glide-Step Sport Walking Shoes - 232269-BKMT Air-Cooled Memory Foam Glide-Step, Machine Washable",1,05-08-2023
//www.lazada.sg/products/skechers-online-exclusive-men-gorun-persistence-running-shoes-246053-blyl-hyper-arc-arch-fit-carbon-infused-goodyear-rubber-ultra-flight-foam-i2448033778.html,"Skechers Online Exclusive Men GOrun Persistence Running Shoes - 246053-BLYL HYPER ARC, Arch Fit, Carbon Infused, Goodyear Rubber, Ultra Flight Foam",1,05-08-2023
//www.lazada.sg/products/adidas-running-run-falcon-20-shoes-men-white-g58098-i1965480875.html,adidas Running Run Falcon 2.0 Shoes Men White G58098,1,05-08-2023
//www.lazada.sg/products/nike-mens-court-vision-low-next-nature-shoes-black-i2585457331.html,Nike Men's Court Vision Low Next Nature Shoes - Black,1,05-08-2023
//www.lazada.sg/products/nike-mens-flex-experience-run-11-next-nature-road-running-shoes-black-i2715803479.html,Nike Men's Flex Experience Run 11 Next Nature Road Running Shoes - Black,1,05-08-2023
//www.lazada.sg/products/skechers-online-exclusive-men-sport-mira-rylight-shoes-232219-ntmt-air-cooled-memory-foam-i2595614550.html,Skechers Online Exclusive Men Sport Mira Rylight Shoes - 232219-NTMT Air-Cooled Memory Foam,1,05-08-2023
//www.lazada.sg/products/nike-mens-air-max-2017-shoes-white-i2614842669.html,Nike Men's Air Max 2017 Shoes - White,1,05-08-2023
//www.lazada.sg/products/nike-mens-air-pegasus-83-shoes-white-i2650032884.html,Nike Men's Air Pegasus 83 Shoes - White,1,05-08-2023
//www.lazada.sg/products/skechers-online-exclusive-men-sport-ultra-flex-20-kerlem-shoes-232108-bbk-air-cooled-memory-foam-machine-washable-i1646274881.html,Skechers Online Exclusive Men Sport Ultra Flex 2.0 Kerlem Shoes - 232108-BBK Air-Cooled Memory Foam Machine Washable,1,05-08-2023
