NIL,Adidas,adidas Running Run Falcon 2.0 Shoes Women White FY9621,"15%OFF, 10%OFF, $5 OFF",$79.00,$63.20,36,https://shopee.sg/adidas-Running-Run-Falcon-2.0-Shoes-Women-White-FY9621-i.265436651.9384081265?sp_atk=3fdeb034-ff15-4830-8249-a70ea445bf6d&xptdk=3fdeb034-ff15-4830-8249-a70ea445bf6d,https://down-sg.img.susercontent.com/file/sg-11134201-7qvea-ljy3z3ysm1398a,04-08-2023
NIL,Adidas,adidas Lifestyle Continental 80 Vegan Shoes Women White GZ0784,"15%OFF, 10%OFF, $5 OFF",$169.00,$118.30,23,https://shopee.sg/adidas-Lifestyle-Continental-80-Vegan-Shoes-Women-White-GZ0784-i.265436651.21279183664?sp_atk=0c21e5c8-fbac-4875-bde5-49e41a825166&xptdk=0c21e5c8-fbac-4875-bde5-49e41a825166,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdl-ljy2l96qz4gm8e,04-08-2023
NIL,Adidas,adidas Running EQ19 Run Shoes Women White H68092,"15%OFF, 10%OFF, $5 OFF",$99.00,$69.30,22,https://shopee.sg/adidas-Running-EQ19-Run-Shoes-Women-White-H68092-i.265436651.20577137536?sp_atk=536b00f2-cd93-4651-9b7c-939dc93b7ac4&xptdk=536b00f2-cd93-4651-9b7c-939dc93b7ac4,https://down-sg.img.susercontent.com/file/sg-11134201-7qvcz-ljy2pzu392no1d,04-08-2023
NIL,Adidas,adidas Lifestyle Advantage Shoes Women White GW4847,"15%OFF, 10%OFF, $5 OFF",No Price Reduction,$99.00,21,https://shopee.sg/adidas-Lifestyle-Advantage-Shoes-Women-White-GW4847-i.265436651.14200049072?sp_atk=c692a92e-aa91-4f4c-a1af-7f3e2f49768c&xptdk=c692a92e-aa91-4f4c-a1af-7f3e2f49768c,https://down-sg.img.susercontent.com/file/sg-11134201-7qvfp-ljy4ibbcwmwu9a,04-08-2023
NIL,Adidas,adidas Tennis Grand Court Shoes Women White FY8949,"15%OFF, 10%OFF, $5 OFF",$110.00,$77.00,14,https://shopee.sg/adidas-Tennis-Grand-Court-Shoes-Women-White-FY8949-i.265436651.21652608172?sp_atk=c4f1bb93-2976-4a54-83fb-24278b956144&xptdk=c4f1bb93-2976-4a54-83fb-24278b956144,https://down-sg.img.susercontent.com/file/sg-11134201-7qvd5-ljy1hiwa16es6c,04-08-2023
NIL,Adidas,adidas Swimming Racer TR Slides Unisex Black G58170,"15%OFF, 10%OFF, $5 OFF",No Price Reduction,$50.00,13,https://shopee.sg/adidas-Swimming-Racer-TR-Slides-Unisex-Black-G58170-i.265436651.18272579444?sp_atk=f672dab3-baa2-489d-a0b1-8adb398260b2&xptdk=f672dab3-baa2-489d-a0b1-8adb398260b2,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdb-ljxzhia85vw4a8,04-08-2023
NIL,Adidas,adidas Swimming Adilette Shower Slides Unisex Blue GW1048,"10%OFF, $5 OFF, 15%OFF",$45.00,$31.50,11,https://shopee.sg/adidas-Swimming-Adilette-Shower-Slides-Unisex-Blue-GW1048-i.265436651.23866489883?sp_atk=94f0d9c6-b78c-44f9-add4-1b219ed49acb&xptdk=94f0d9c6-b78c-44f9-add4-1b219ed49acb,https://down-sg.img.susercontent.com/file/sg-11134201-7qvfx-ljru0zf9n95103,04-08-2023
NIL,Adidas,adidas Running Puremotion Shoes Women Black H00589,"15%OFF, 10%OFF, $5 OFF",$100.00,$70.00,9,https://shopee.sg/adidas-Running-Puremotion-Shoes-Women-Black-H00589-i.265436651.10498038926?sp_atk=4bf4f04d-d275-476a-a3a6-6d49d6a047d1&xptdk=4bf4f04d-d275-476a-a3a6-6d49d6a047d1,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdt-ljrtv0r1sjrm39,04-08-2023
NIL,Adidas,adidas Running Run Falcon 2.0 Shoes Women White FY9623,"15%OFF, 10%OFF, $5 OFF",$79.00,$63.20,9,https://shopee.sg/adidas-Running-Run-Falcon-2.0-Shoes-Women-White-FY9623-i.265436651.8684103086?sp_atk=a5946341-c94d-4c40-814f-d9b1f76d9cd6&xptdk=a5946341-c94d-4c40-814f-d9b1f76d9cd6,https://down-sg.img.susercontent.com/file/sg-11134201-7qved-ljy4vlfb7mdadb,04-08-2023
NIL,Adidas,adidas Tennis Advantage Shoes Women White GX9289,"15%OFF, 10%OFF, $5 OFF",No Price Reduction,$99.00,7,https://shopee.sg/adidas-Tennis-Advantage-Shoes-Women-White-GX9289-i.265436651.23622231217?sp_atk=95eab9ed-f052-4b3a-b5c2-71c819cfbd98&xptdk=95eab9ed-f052-4b3a-b5c2-71c819cfbd98,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdg-ljyyuz0tv0yf24,04-08-2023
NIL,Adidas,adidas Lifestyle NMD_R1 Primeblue Shoes Women White GX8313,"15%OFF, 10%OFF, $5 OFF",No Price Reduction,$200.00,6,https://shopee.sg/adidas-Lifestyle-NMD_R1-Primeblue-Shoes-Women-White-GX8313-i.265436651.15800095932?sp_atk=00b53128-a538-4671-85ab-df27c4a9494c&xptdk=00b53128-a538-4671-85ab-df27c4a9494c,https://down-sg.img.susercontent.com/file/sg-11134201-7qvfg-ljy0laxvkdcn54,04-08-2023
NIL,Adidas,adidas Skateboarding Futurevulc Lifestyle Modern Skateboarding Shoes Women White GX4193,"15%OFF, 10%OFF, $5 OFF",$99.00,$79.20,6,https://shopee.sg/adidas-Skateboarding-Futurevulc-Lifestyle-Modern-Skateboarding-Shoes-Women-White-GX4193-i.265436651.21779402494?sp_atk=b8013d6f-a937-4bd6-83d2-0f058445f74f&xptdk=b8013d6f-a937-4bd6-83d2-0f058445f74f,https://down-sg.img.susercontent.com/file/sg-11134201-7qvds-ljy41t2uje2m84,04-08-2023
NIL,Adidas,adidas Tennis Gradas Shoes Women White FX9123,"15%OFF, 10%OFF, $5 OFF",No Price Reduction,$100.00,5,https://shopee.sg/adidas-Tennis-Gradas-Shoes-Women-White-FX9123-i.265436651.21552608015?sp_atk=5bf1927e-f91b-497e-86d3-85bbc56a318b&xptdk=5bf1927e-f91b-497e-86d3-85bbc56a318b,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdo-ljy21zxxgetaca,04-08-2023
NIL,Adidas,adidas Swimming Adilette TND Slides Unisex Black GZ5933,"15%OFF, 10%OFF, $5 OFF",No Price Reduction,$50.00,5,https://shopee.sg/adidas-Swimming-Adilette-TND-Slides-Unisex-Black-GZ5933-i.265436651.20472578565?sp_atk=dbba5015-cfb9-4c2b-9141-36f16f53dd11&xptdk=dbba5015-cfb9-4c2b-9141-36f16f53dd11,https://down-sg.img.susercontent.com/file/sg-11134201-7qvd3-ljy0evhc77u3c6,04-08-2023
NIL,Adidas,adidas Running Duramo SL Shoes Women Black FV8794,NA,No Price Reduction,$100.00,5,https://shopee.sg/adidas-Running-Duramo-SL-Shoes-Women-Black-FV8794-i.265436651.18588658977?sp_atk=ee95f740-51ba-47c1-8512-a3d6d41e67a8&xptdk=ee95f740-51ba-47c1-8512-a3d6d41e67a8,https://down-sg.img.susercontent.com/file/sg-11134201-7qvel-ljy4b83eb9qqdd,04-08-2023
NIL,Adidas,adidas Running Runfalcon 3.0 Shoes Women White HP7561,"15%OFF, 10%OFF, $5 OFF",$79.00,$55.30,5,https://shopee.sg/adidas-Running-Runfalcon-3.0-Shoes-Women-White-HP7561-i.265436651.19572580072?sp_atk=cf351584-cce0-43e8-90bd-f02a1a34a59a&xptdk=cf351584-cce0-43e8-90bd-f02a1a34a59a,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdy-ljy0e69h5652b7,04-08-2023
NIL,Adidas,adidas Running Duramo SL 2.0 Shoes Women Pink HP2389,"15%OFF, 10%OFF, $5 OFF",$99.00,$79.20,5,https://shopee.sg/adidas-Running-Duramo-SL-2.0-Shoes-Women-Pink-HP2389-i.265436651.23641364364?sp_atk=1f5fc0c7-140d-4e69-916c-f89137ba9f4d&xptdk=1f5fc0c7-140d-4e69-916c-f89137ba9f4d,https://down-sg.img.susercontent.com/file/sg-11134201-7qves-ljy11r40yex6bd,04-08-2023
